Date,Country,Destination,Category,Visitors,Revenue_USD,Average_Rating,Accommodation_Available,Season,Latitude,Longitude
2023-03,Brazil,Salvador,Luxury,99458,18620498.99,3.9,Yes,Off-Peak,-12.9777,-38.5016
2024-12,France,Cannes,Luxury,56706,10045266.67,3.9,No,Shoulder,43.5528,7.0174
2024-12,Italy,Venice,Nature,509283,132672604.86,4.4,Yes,Shoulder,45.4408,12.3155
2023-04,Brazil,Salvador,Nature,554713,59081523.49,4.6,No,Shoulder,-12.9777,-38.5016
2025-07,Brazil,Rio de Janeiro,Luxury,122996,29114385.97,3.8,No,Off-Peak,-22.9068,-43.1729
2023-08,Brazil,Salvador,Adventure,30382,13533091.0,4.3,No,Shoulder,-12.9777,-38.5016
2023-03,Italy,Milan,Nature,52057,17365325.76,3.5,Yes,Peak,45.4642,9.19
2023-07,India,Kerala,Beach,159850,33090613.69,4.6,No,Off-Peak,10.8505,76.2711
2023-02,Thailand,Bangkok,Nature,352997,54858028.48,4.1,No,Shoulder,13.7563,100.5018
2025-09,Thailand,Chiang Mai,Beach,153213,33606423.95,4.8,Yes,Off-Peak,18.7883,98.9853
2023-01,Italy,Rome,Urban,302809,30172355.69,4.4,Yes,Peak,41.9028,12.4964
2025-07,UAE,Sharjah,Religious,289489,115733198.1,3.2,No,Peak,25.3463,55.4209
2023-09,UAE,Sharjah,Wildlife,109442,43854056.84,4.2,Yes,Peak,25.3463,55.4209
2025-10,Switzerland,Geneva,Beach,592923,56154782.25,4.9,No,Off-Peak,46.2044,6.1432
2022-02,Thailand,Phuket,Religious,169631,56520235.22,3.8,No,Peak,7.8804,98.3923
2025-05,Switzerland,Geneva,Urban,70021,28366248.72,4.8,Yes,Shoulder,46.2044,6.1432
2023-10,USA,Las Vegas,Luxury,164077,53007495.12,3.4,No,Shoulder,36.1699,-115.1398
2024-03,Brazil,Salvador,Nature,243475,71087995.82,4.0,No,Shoulder,-12.9777,-38.5016
2022-09,Australia,Perth,Nature,573573,184354896.42,4.2,Yes,Peak,-31.9505,115.8605
2022-10,USA,Las Vegas,Adventure,455955,90039074.38,4.2,Yes,Peak,36.1699,-115.1398
2023-09,Australia,Melbourne,Luxury,35915,15646103.59,3.7,No,Peak,-37.8136,144.9631
2022-12,Japan,Tokyo,Beach,142935,51757559.5,4.3,No,Shoulder,35.6762,139.6503
2025-03,Brazil,Salvador,Nature,247128,40884258.2,3.2,Yes,Shoulder,-12.9777,-38.5016
2025-03,Thailand,Bangkok,Wildlife,531725,182619397.2,3.9,No,Off-Peak,13.7563,100.5018
2023-01,Thailand,Bangkok,Nature,176742,16246996.81,4.6,Yes,Off-Peak,13.7563,100.5018
2023-02,UAE,Dubai,Historical,217686,31677434.81,4.9,No,Shoulder,25.2048,55.2708
2024-06,Thailand,Chiang Mai,Nature,345677,82338741.4,4.6,No,Shoulder,18.7883,98.9853
2024-10,Australia,Perth,Beach,567203,154642318.8,4.0,Yes,Peak,-31.9505,115.8605
2025-12,Switzerland,Lucerne,Beach,419828,120217475.51,4.1,Yes,Peak,47.0502,8.3093
2023-08,USA,San Francisco,Urban,422375,105888758.1,4.0,Yes,Shoulder,37.7749,-122.4194
2025-06,Switzerland,Zurich,Wildlife,491097,55721387.45,4.1,Yes,Shoulder,47.3769,8.5417
2024-03,Switzerland,Zurich,Religious,417160,102966670.99,3.5,Yes,Off-Peak,47.3769,8.5417
2025-09,France,Lyon,Adventure,344817,119237251.82,3.4,Yes,Shoulder,45.764,4.8357
2022-06,Thailand,Chiang Mai,Luxury,385573,134543122.44,5.0,Yes,Off-Peak,18.7883,98.9853
2022-11,Switzerland,Geneva,Religious,51038,14761816.9,4.4,Yes,Peak,46.2044,6.1432
2024-03,Italy,Venice,Urban,58802,11438269.3,4.6,No,Off-Peak,45.4408,12.3155
2023-01,Italy,Rome,Beach,142962,44367873.76,3.7,No,Off-Peak,41.9028,12.4964
2025-03,Thailand,Chiang Mai,Wildlife,11029,1853037.34,4.3,No,Off-Peak,18.7883,98.9853
2025-03,UAE,Abu Dhabi,Beach,88262,15052543.36,4.2,Yes,Peak,24.4539,54.3773
2025-06,Italy,Venice,Religious,62738,5871447.98,4.7,No,Off-Peak,45.4408,12.3155
2024-03,France,Paris,Adventure,119176,16648176.21,3.7,Yes,Off-Peak,48.8566,2.3522
2022-06,Brazil,Sao Paulo,Urban,42581,8492528.58,4.8,Yes,Off-Peak,-23.5505,-46.6333
2024-07,Switzerland,Zurich,Adventure,312057,39053495.14,4.7,No,Shoulder,47.3769,8.5417
2025-09,UAE,Sharjah,Nature,225038,68965119.74,3.4,Yes,Off-Peak,25.3463,55.4209
2024-04,Brazil,Salvador,Religious,306137,53902831.82,4.2,No,Peak,-12.9777,-38.5016
2024-10,Brazil,Salvador,Wildlife,525509,137802463.5,3.5,Yes,Shoulder,-12.9777,-38.5016
2022-08,USA,Las Vegas,Beach,6657,1677615.16,4.6,Yes,Shoulder,36.1699,-115.1398
2023-10,UAE,Abu Dhabi,Religious,52702,15144116.64,4.3,Yes,Shoulder,24.4539,54.3773
2022-05,Japan,Osaka,Urban,271776,51937773.68,4.2,Yes,Peak,34.6937,135.5023
2025-11,Australia,Gold Coast,Beach,420287,163010761.07,3.5,No,Shoulder,-28.0167,153.4
2025-06,Thailand,Phuket,Adventure,42285,10916014.13,4.3,No,Off-Peak,7.8804,98.3923
2024-10,UAE,Sharjah,Urban,63743,18423561.34,4.4,Yes,Peak,25.3463,55.4209
2023-11,Brazil,Salvador,Historical,352832,154807480.96,3.7,Yes,Off-Peak,-12.9777,-38.5016
2022-11,UAE,Sharjah,Luxury,565226,84405309.79,3.4,No,Shoulder,25.3463,55.4209
2024-03,Australia,Sydney,Historical,289685,76450809.12,3.6,No,Off-Peak,-33.8688,151.2093
2022-08,Japan,Osaka,Religious,188514,69831104.12,4.6,Yes,Off-Peak,34.6937,135.5023
2024-09,Switzerland,Zurich,Adventure,511109,76859713.31,4.9,No,Off-Peak,47.3769,8.5417
2025-08,Italy,Rome,Adventure,546218,85165890.36,3.3,No,Shoulder,41.9028,12.4964
2023-08,Switzerland,Zurich,Beach,9309,3111154.95,4.3,Yes,Off-Peak,47.3769,8.5417
2024-10,Thailand,Bangkok,Urban,113111,9989702.98,4.6,Yes,Off-Peak,13.7563,100.5018
2023-06,Japan,Kyoto,Religious,305487,111787232.45,4.4,No,Peak,35.0116,135.7681
2022-01,Italy,Florence,Historical,125020,19557332.48,3.8,No,Off-Peak,43.7696,11.2558
2022-11,Italy,Florence,Historical,261717,51089696.29,4.8,No,Peak,43.7696,11.2558
2025-08,Italy,Rome,Beach,498602,59429848.23,3.3,No,Off-Peak,41.9028,12.4964
2023-08,Italy,Milan,Religious,377899,144528807.38,4.5,Yes,Off-Peak,45.4642,9.19
2025-09,Brazil,Rio de Janeiro,Wildlife,102429,11880464.06,3.8,No,Off-Peak,-22.9068,-43.1729
2025-04,Japan,Kyoto,Urban,155703,65046297.81,3.9,No,Off-Peak,35.0116,135.7681
2022-05,Thailand,Phuket,Wildlife,36734,4473033.47,4.1,Yes,Off-Peak,7.8804,98.3923
2022-07,Australia,Melbourne,Luxury,537623,205637878.27,4.6,No,Shoulder,-37.8136,144.9631
2024-06,France,Lyon,Luxury,563624,168240808.09,3.6,Yes,Shoulder,45.764,4.8357
2022-05,Italy,Milan,Religious,407460,63990824.51,4.4,No,Off-Peak,45.4642,9.19
2025-09,Brazil,Sao Paulo,Nature,575977,82964659.44,4.4,No,Peak,-23.5505,-46.6333
2023-09,Brazil,Salvador,Historical,490394,188384133.91,3.5,No,Peak,-12.9777,-38.5016
2023-09,Brazil,Rio de Janeiro,Wildlife,402316,128196373.16,3.3,Yes,Peak,-22.9068,-43.1729
2022-10,Brazil,Salvador,Adventure,5193,1285789.58,3.7,No,Peak,-12.9777,-38.5016
2025-01,Japan,Osaka,Urban,319295,134054600.96,4.9,No,Peak,34.6937,135.5023
2024-02,Brazil,Rio de Janeiro,Adventure,540218,213616737.92,3.3,Yes,Peak,-22.9068,-43.1729
2023-07,Switzerland,Geneva,Beach,120027,20049218.03,4.5,No,Shoulder,46.2044,6.1432
2024-01,Australia,Perth,Luxury,430756,121341359.79,4.4,No,Peak,-31.9505,115.8605
2024-03,Japan,Nara,Adventure,382789,71479806.31,4.8,Yes,Peak,34.6851,135.8048
2022-10,India,Jaipur,Wildlife,21470,6944103.89,5.0,Yes,Peak,26.9124,75.7873
2025-09,Italy,Milan,Luxury,483180,150076644.5,4.0,No,Shoulder,45.4642,9.19
2023-03,Thailand,Phuket,Adventure,377566,89545662.1,3.2,No,Shoulder,7.8804,98.3923
2024-11,Japan,Osaka,Religious,435794,40259039.38,3.3,No,Shoulder,34.6937,135.5023
2025-09,Australia,Sydney,Historical,509923,67601699.39,4.5,No,Off-Peak,-33.8688,151.2093
2025-04,Switzerland,Zurich,Historical,553779,94549780.15,4.3,Yes,Shoulder,47.3769,8.5417
2025-04,Switzerland,Lucerne,Beach,332679,137837742.62,4.2,Yes,Off-Peak,47.0502,8.3093
2025-01,Thailand,Chiang Mai,Religious,497025,117186546.34,4.9,No,Off-Peak,18.7883,98.9853
2025-11,Italy,Rome,Urban,323841,33266428.24,4.1,Yes,Shoulder,41.9028,12.4964
2023-07,India,Delhi,Wildlife,33624,3716419.08,4.1,No,Off-Peak,28.6139,77.209
2023-05,Italy,Florence,Beach,293586,104025972.54,4.3,Yes,Shoulder,43.7696,11.2558
2023-05,Thailand,Phuket,Nature,188919,49009338.66,4.6,Yes,Off-Peak,7.8804,98.3923
2024-08,France,Nice,Luxury,166638,60828882.63,3.6,No,Shoulder,43.7102,7.262
2022-04,Italy,Venice,Urban,366838,131888919.34,3.4,Yes,Off-Peak,45.4408,12.3155
2024-07,UAE,Abu Dhabi,Nature,321006,70790263.48,4.5,No,Off-Peak,24.4539,54.3773
2023-07,Italy,Milan,Wildlife,17439,3859974.68,3.8,Yes,Peak,45.4642,9.19
2024-04,Switzerland,Lucerne,Urban,376015,76683724.68,3.7,Yes,Off-Peak,47.0502,8.3093
2025-08,Brazil,Sao Paulo,Nature,488507,171805947.43,4.3,Yes,Shoulder,-23.5505,-46.6333
2024-12,Australia,Melbourne,Beach,333487,109696109.31,4.7,Yes,Off-Peak,-37.8136,144.9631
2023-11,France,Paris,Nature,472604,164628173.59,3.7,Yes,Peak,48.8566,2.3522
2025-03,Brazil,Rio de Janeiro,Nature,64645,27906012.75,4.3,Yes,Peak,-22.9068,-43.1729
2025-07,Brazil,Rio de Janeiro,Adventure,399220,164287255.22,4.5,No,Off-Peak,-22.9068,-43.1729
2025-05,Thailand,Chiang Mai,Wildlife,84392,35562560.49,3.7,No,Shoulder,18.7883,98.9853
2022-05,Australia,Gold Coast,Urban,174833,64256232.9,3.9,No,Peak,-28.0167,153.4
2024-05,USA,Orlando,Historical,191572,50179806.64,4.9,No,Peak,28.5383,-81.3792
2024-11,Thailand,Bangkok,Luxury,155861,25062917.06,4.4,No,Shoulder,13.7563,100.5018
2022-05,USA,New York,Historical,41554,12108731.18,3.7,No,Peak,40.7128,-74.006
2022-03,Thailand,Bangkok,Luxury,5909,1055238.07,4.5,No,Shoulder,13.7563,100.5018
2024-04,India,Varanasi,Luxury,506365,198646071.39,4.6,Yes,Shoulder,25.3176,82.9739
2025-09,Japan,Tokyo,Wildlife,408097,50949013.05,4.2,No,Off-Peak,35.6762,139.6503
2025-05,USA,San Francisco,Historical,62875,13529535.79,4.7,No,Peak,37.7749,-122.4194
2022-12,Thailand,Phuket,Beach,217987,95473901.67,4.4,No,Shoulder,7.8804,98.3923
2024-08,UAE,Dubai,Historical,381712,155558800.2,4.0,Yes,Peak,25.2048,55.2708
2025-11,India,Kerala,Nature,31596,8247062.92,3.3,No,Off-Peak,10.8505,76.2711
2022-03,Switzerland,Geneva,Religious,22215,2237942.38,4.6,Yes,Off-Peak,46.2044,6.1432
2024-06,France,Nice,Adventure,553530,196054267.49,3.6,Yes,Peak,43.7102,7.262
2024-07,Italy,Milan,Beach,24989,4242945.88,4.4,Yes,Peak,45.4642,9.19
2024-06,India,Delhi,Adventure,107018,41638595.34,3.3,Yes,Peak,28.6139,77.209
2022-05,Thailand,Chiang Mai,Nature,236287,56165004.43,4.7,No,Off-Peak,18.7883,98.9853
2023-02,France,Nice,Beach,342211,102472190.09,3.8,Yes,Off-Peak,43.7102,7.262
2025-09,Italy,Milan,Religious,181214,51602654.5,4.0,Yes,Peak,45.4642,9.19
2022-02,France,Cannes,Wildlife,170416,18723156.85,3.2,Yes,Shoulder,43.5528,7.0174
2025-09,Brazil,Sao Paulo,Wildlife,441440,148400024.78,3.6,No,Shoulder,-23.5505,-46.6333
2022-12,Thailand,Phuket,Beach,255875,76921303.49,4.5,Yes,Shoulder,7.8804,98.3923
2022-01,USA,Orlando,Nature,444128,67065130.67,5.0,Yes,Shoulder,28.5383,-81.3792
2025-05,Australia,Melbourne,Nature,491765,89637860.05,3.5,Yes,Shoulder,-37.8136,144.9631
2022-11,Thailand,Phuket,Beach,189888,18986942.38,3.9,Yes,Off-Peak,7.8804,98.3923
2022-03,USA,Orlando,Historical,480159,169954317.47,4.9,Yes,Peak,28.5383,-81.3792
2022-08,India,Varanasi,Historical,544915,224057765.38,4.5,No,Off-Peak,25.3176,82.9739
2022-08,Japan,Osaka,Religious,246238,40451821.95,3.6,No,Peak,34.6937,135.5023
2024-07,UAE,Dubai,Wildlife,82101,8218766.72,4.0,Yes,Shoulder,25.2048,55.2708
2023-12,Thailand,Bangkok,Adventure,411145,102524708.91,3.5,No,Off-Peak,13.7563,100.5018
2022-03,Japan,Osaka,Beach,138391,25439523.15,3.4,No,Off-Peak,34.6937,135.5023
2023-03,UAE,Dubai,Urban,365265,110801425.99,4.6,Yes,Shoulder,25.2048,55.2708
2024-03,Switzerland,Zurich,Wildlife,95674,38175231.92,3.6,No,Off-Peak,47.3769,8.5417
2025-12,USA,New York,Nature,453906,77934586.37,4.0,Yes,Shoulder,40.7128,-74.006
2022-03,Italy,Rome,Beach,443065,197948680.09,4.5,Yes,Off-Peak,41.9028,12.4964
2025-09,Switzerland,Geneva,Historical,507550,125569548.08,3.6,Yes,Shoulder,46.2044,6.1432
2023-11,UAE,Dubai,Urban,144158,24283860.05,5.0,Yes,Off-Peak,25.2048,55.2708
2025-01,USA,Las Vegas,Beach,486592,214721219.59,4.0,Yes,Shoulder,36.1699,-115.1398
2025-05,UAE,Dubai,Wildlife,393414,133935342.7,3.2,Yes,Off-Peak,25.2048,55.2708
2024-04,Australia,Sydney,Urban,315997,106895573.87,4.3,Yes,Shoulder,-33.8688,151.2093
2024-09,France,Lyon,Religious,62474,25523866.73,3.4,No,Off-Peak,45.764,4.8357
2023-12,Brazil,Rio de Janeiro,Adventure,388329,124196888.89,4.5,Yes,Peak,-22.9068,-43.1729
2022-08,Australia,Melbourne,Wildlife,570847,201412303.16,4.6,Yes,Shoulder,-37.8136,144.9631
2023-06,Japan,Osaka,Luxury,374844,68425438.26,3.3,No,Off-Peak,34.6937,135.5023
2022-08,Thailand,Chiang Mai,Wildlife,557266,190939034.76,4.4,No,Off-Peak,18.7883,98.9853
2023-01,Brazil,Sao Paulo,Wildlife,73815,8289737.3,3.9,Yes,Off-Peak,-23.5505,-46.6333
2023-06,France,Paris,Historical,177769,60071768.21,4.1,Yes,Shoulder,48.8566,2.3522
2025-08,India,Delhi,Adventure,441770,112803680.94,4.0,Yes,Off-Peak,28.6139,77.209
2023-03,Japan,Tokyo,Religious,28107,6529985.19,3.8,No,Off-Peak,35.6762,139.6503
2024-12,Brazil,Salvador,Wildlife,560919,139928325.63,4.2,No,Peak,-12.9777,-38.5016
2023-12,USA,Las Vegas,Urban,512765,187060467.86,3.3,No,Off-Peak,36.1699,-115.1398
2025-10,Thailand,Bangkok,Urban,173600,25596241.75,3.5,Yes,Peak,13.7563,100.5018
2023-09,Japan,Tokyo,Adventure,48150,11706651.53,3.9,Yes,Shoulder,35.6762,139.6503
2022-10,India,Mumbai,Religious,365549,89895358.92,5.0,No,Peak,19.076,72.8777
2022-10,India,Mysuru,Wildlife,528676,223783357.72,3.5,No,Shoulder,12.2958,76.6394
2025-01,USA,San Francisco,Adventure,308905,116099838.98,4.5,No,Off-Peak,37.7749,-122.4194
2022-09,France,Cannes,Historical,47027,9122787.21,3.9,Yes,Off-Peak,43.5528,7.0174
2022-04,Australia,Sydney,Nature,347220,102731854.1,3.6,No,Peak,-33.8688,151.2093
2024-05,India,Jaipur,Historical,569566,251213131.7,3.9,No,Off-Peak,26.9124,75.7873
2022-04,Brazil,Salvador,Religious,541405,122951158.39,4.5,No,Off-Peak,-12.9777,-38.5016
2023-07,UAE,Abu Dhabi,Religious,17782,3734244.23,5.0,Yes,Peak,24.4539,54.3773
2024-05,Thailand,Chiang Mai,Urban,440798,61977268.7,4.5,No,Shoulder,18.7883,98.9853
2022-10,UAE,Dubai,Nature,95259,18308353.16,5.0,No,Peak,25.2048,55.2708
2022-01,Brazil,Sao Paulo,Luxury,97744,30922117.85,3.7,Yes,Shoulder,-23.5505,-46.6333
2023-01,Thailand,Chiang Mai,Adventure,148578,57640088.88,3.7,No,Peak,18.7883,98.9853
2024-12,USA,Orlando,Wildlife,523101,85303378.39,4.6,Yes,Off-Peak,28.5383,-81.3792
2025-06,USA,San Francisco,Urban,135208,31685725.15,4.1,Yes,Peak,37.7749,-122.4194
2022-05,France,Lyon,Religious,522000,153987042.84,4.2,No,Shoulder,45.764,4.8357
2023-12,Thailand,Chiang Mai,Beach,130392,51211930.7,3.5,Yes,Peak,18.7883,98.9853
2023-11,Australia,Perth,Adventure,147079,14644462.11,3.9,No,Peak,-31.9505,115.8605
2025-05,USA,Orlando,Historical,560338,151364441.51,4.6,Yes,Peak,28.5383,-81.3792
2023-09,Brazil,Rio de Janeiro,Religious,575123,221953848.45,4.4,No,Off-Peak,-22.9068,-43.1729
2025-02,Australia,Sydney,Religious,565380,217460120.52,3.2,No,Off-Peak,-33.8688,151.2093
2022-11,Thailand,Phuket,Historical,361844,58117284.02,4.1,Yes,Shoulder,7.8804,98.3923
2024-11,Brazil,Salvador,Historical,556186,130380073.85,4.8,Yes,Peak,-12.9777,-38.5016
2023-08,India,Varanasi,Religious,370124,48647312.09,4.0,No,Peak,25.3176,82.9739
2023-03,USA,New York,Adventure,129357,51357526.66,3.5,Yes,Off-Peak,40.7128,-74.006
2022-06,Italy,Venice,Luxury,141543,47502214.46,4.6,Yes,Peak,45.4408,12.3155
2023-01,Thailand,Phuket,Historical,49582,4568153.52,4.4,Yes,Off-Peak,7.8804,98.3923
2022-05,France,Lyon,Urban,50383,16475592.51,4.6,Yes,Shoulder,45.764,4.8357
2025-07,Japan,Kyoto,Religious,198757,18052278.03,3.5,No,Shoulder,35.0116,135.7681
2024-09,Australia,Gold Coast,Nature,173356,46254226.4,3.3,Yes,Shoulder,-28.0167,153.4
2022-11,Japan,Kyoto,Beach,300548,132308612.39,3.4,Yes,Shoulder,35.0116,135.7681
2024-05,Thailand,Phuket,Historical,199118,29253213.67,3.8,No,Off-Peak,7.8804,98.3923
2022-08,Japan,Kyoto,Religious,432376,54365963.31,3.4,Yes,Off-Peak,35.0116,135.7681
2025-11,Australia,Gold Coast,Beach,589195,65065828.87,4.1,No,Off-Peak,-28.0167,153.4
2025-08,Thailand,Chiang Mai,Wildlife,332162,54332790.96,3.9,No,Peak,18.7883,98.9853
2022-12,France,Cannes,Beach,390290,175446138.91,4.1,Yes,Off-Peak,43.5528,7.0174
2022-08,Thailand,Chiang Mai,Adventure,94135,21282063.48,4.5,Yes,Shoulder,18.7883,98.9853
2023-01,Italy,Rome,Religious,386377,59539727.42,4.7,No,Peak,41.9028,12.4964
2023-06,Japan,Nara,Urban,528354,190118723.65,4.6,No,Off-Peak,34.6851,135.8048
2024-08,Thailand,Chiang Mai,Urban,429089,57724663.8,4.0,Yes,Off-Peak,18.7883,98.9853
2025-05,Thailand,Phuket,Adventure,247034,22479526.26,4.5,Yes,Off-Peak,7.8804,98.3923
2025-03,India,Agra,Religious,406219,55453995.99,4.3,Yes,Peak,27.1767,78.0081
2023-01,Switzerland,Geneva,Urban,493659,160426584.88,4.1,No,Shoulder,46.2044,6.1432
2024-04,Australia,Sydney,Historical,38133,8463354.49,3.8,No,Off-Peak,-33.8688,151.2093
2022-12,Thailand,Bangkok,Urban,39455,16071563.59,3.5,No,Peak,13.7563,100.5018
2022-08,USA,San Francisco,Wildlife,516133,167345326.73,4.4,No,Off-Peak,37.7749,-122.4194
2022-04,Switzerland,Zurich,Luxury,536297,95168404.05,4.3,No,Shoulder,47.3769,8.5417
2022-04,Australia,Gold Coast,Beach,341050,101793692.66,3.4,No,Off-Peak,-28.0167,153.4
2024-01,Brazil,Rio de Janeiro,Historical,362833,86504768.16,5.0,No,Off-Peak,-22.9068,-43.1729
2023-04,India,Kerala,Urban,264642,79190603.18,4.8,Yes,Off-Peak,10.8505,76.2711
2022-02,France,Lyon,Religious,183026,17173278.34,4.4,No,Shoulder,45.764,4.8357
2022-02,Switzerland,Geneva,Wildlife,284570,84675515.6,5.0,No,Shoulder,46.2044,6.1432
2024-08,UAE,Abu Dhabi,Historical,107472,36069716.84,3.6,No,Shoulder,24.4539,54.3773
2023-12,Australia,Melbourne,Luxury,319070,49344396.27,4.3,Yes,Shoulder,-37.8136,144.9631
2022-04,Japan,Osaka,Urban,283035,126970702.92,3.9,Yes,Shoulder,34.6937,135.5023
2023-06,France,Paris,Historical,358200,103727007.62,4.2,No,Peak,48.8566,2.3522
2024-09,Australia,Sydney,Urban,321509,77219028.28,4.2,Yes,Off-Peak,-33.8688,151.2093
2024-06,UAE,Abu Dhabi,Adventure,545403,221396383.51,4.3,Yes,Shoulder,24.4539,54.3773
2023-06,Thailand,Bangkok,Luxury,494994,210776016.42,4.5,Yes,Shoulder,13.7563,100.5018
2022-10,Japan,Osaka,Nature,489952,66474179.78,4.4,No,Off-Peak,34.6937,135.5023
2025-05,UAE,Abu Dhabi,Nature,72557,28515465.76,3.7,No,Shoulder,24.4539,54.3773
2024-02,Italy,Florence,Nature,252600,30821411.69,3.5,Yes,Off-Peak,43.7696,11.2558
2024-04,Thailand,Phuket,Luxury,592019,189067873.96,3.3,Yes,Off-Peak,7.8804,98.3923
2023-06,Italy,Rome,Adventure,275948,87858728.81,3.3,No,Peak,41.9028,12.4964
2025-03,India,Jaipur,Urban,334153,133946419.14,4.8,No,Off-Peak,26.9124,75.7873
2023-04,France,Cannes,Historical,152388,44384551.8,4.1,Yes,Shoulder,43.5528,7.0174
2024-08,Brazil,Salvador,Historical,269039,45222344.85,3.4,No,Off-Peak,-12.9777,-38.5016
2025-12,Brazil,Salvador,Nature,413892,176373882.11,3.6,Yes,Peak,-12.9777,-38.5016
2024-03,Japan,Osaka,Urban,465823,185990535.25,3.3,No,Shoulder,34.6937,135.5023
2024-04,France,Lyon,Wildlife,577255,192002647.54,4.9,Yes,Off-Peak,45.764,4.8357
2023-08,Thailand,Chiang Mai,Beach,390602,124522787.86,4.8,Yes,Shoulder,18.7883,98.9853
2024-12,India,Kerala,Luxury,270271,52548613.67,4.9,No,Shoulder,10.8505,76.2711
2024-01,France,Nice,Beach,468892,195350707.35,3.9,No,Off-Peak,43.7102,7.262
2023-02,France,Nice,Adventure,316870,132730377.73,4.3,No,Peak,43.7102,7.262
2024-07,USA,New York,Luxury,520576,220101600.18,3.8,No,Peak,40.7128,-74.006
2022-05,Italy,Florence,Religious,535930,126330543.38,4.5,No,Off-Peak,43.7696,11.2558
2025-05,India,Goa,Wildlife,197664,73664855.7,3.4,No,Peak,15.2993,74.124
2022-08,USA,Orlando,Adventure,91226,15723103.91,4.5,Yes,Shoulder,28.5383,-81.3792
2024-07,UAE,Abu Dhabi,Adventure,478421,84418129.61,4.4,No,Off-Peak,24.4539,54.3773
2023-12,Japan,Tokyo,Adventure,439631,99177608.81,3.9,Yes,Peak,35.6762,139.6503
2024-06,India,Kerala,Nature,98298,17384961.79,4.7,Yes,Off-Peak,10.8505,76.2711
2022-10,Brazil,Sao Paulo,Historical,277795,120694193.61,3.5,Yes,Peak,-23.5505,-46.6333
2025-08,Switzerland,Geneva,Wildlife,480747,59540308.81,4.5,Yes,Off-Peak,46.2044,6.1432
2022-09,USA,San Francisco,Luxury,405633,160973411.35,4.3,No,Shoulder,37.7749,-122.4194
2024-03,Japan,Nara,Adventure,194131,17597208.92,5.0,Yes,Shoulder,34.6851,135.8048
2025-02,Thailand,Bangkok,Wildlife,392593,43861789.18,4.0,No,Shoulder,13.7563,100.5018
2025-10,UAE,Sharjah,Luxury,227526,77842940.62,4.5,No,Peak,25.3463,55.4209
2023-10,France,Paris,Nature,59644,15164188.58,3.8,Yes,Peak,48.8566,2.3522
2024-02,USA,San Francisco,Religious,322201,41540780.11,4.8,Yes,Shoulder,37.7749,-122.4194
2024-09,Italy,Florence,Wildlife,183117,77682071.04,4.8,Yes,Peak,43.7696,11.2558
2023-05,Australia,Perth,Historical,153683,30107998.87,5.0,No,Off-Peak,-31.9505,115.8605
2023-05,Australia,Perth,Urban,301668,81836462.98,4.0,Yes,Off-Peak,-31.9505,115.8605
2025-07,Thailand,Bangkok,Wildlife,587667,58585821.77,3.5,Yes,Peak,13.7563,100.5018
2022-11,India,Varanasi,Wildlife,277864,67098334.92,5.0,No,Peak,25.3176,82.9739
2024-08,Thailand,Phuket,Wildlife,593098,155632333.52,4.7,Yes,Peak,7.8804,98.3923
2023-07,Australia,Sydney,Adventure,218630,85032389.88,4.5,No,Shoulder,-33.8688,151.2093
2024-10,Brazil,Rio de Janeiro,Adventure,9326,2182983.7,3.3,No,Shoulder,-22.9068,-43.1729
2023-07,France,Lyon,Historical,32223,7277333.42,4.3,Yes,Off-Peak,45.764,4.8357
2024-06,Italy,Rome,Wildlife,90000,22320048.65,4.9,Yes,Off-Peak,41.9028,12.4964
2025-11,India,Varanasi,Adventure,345698,54691407.42,3.3,No,Off-Peak,25.3176,82.9739
2025-03,India,Jaipur,Luxury,578734,66116814.18,3.7,Yes,Off-Peak,26.9124,75.7873
2022-11,France,Paris,Luxury,223337,82280084.83,3.7,Yes,Peak,48.8566,2.3522
2025-12,USA,San Francisco,Urban,458360,189935987.11,4.3,No,Shoulder,37.7749,-122.4194
2023-01,France,Lyon,Wildlife,542555,132824893.49,3.9,No,Shoulder,45.764,4.8357
2024-04,Brazil,Sao Paulo,Religious,99604,30591484.08,4.0,No,Peak,-23.5505,-46.6333
2025-08,India,Mumbai,Nature,491041,156944525.1,4.5,No,Shoulder,19.076,72.8777
2024-06,Switzerland,Zurich,Luxury,309824,33863068.69,4.6,No,Peak,47.3769,8.5417
2024-10,Italy,Florence,Luxury,265732,50310562.45,3.3,Yes,Peak,43.7696,11.2558
2024-04,Switzerland,Zurich,Luxury,540456,62130397.03,4.4,No,Off-Peak,47.3769,8.5417
2022-02,USA,New York,Historical,532899,188641440.47,4.0,Yes,Off-Peak,40.7128,-74.006
2025-10,India,Jaipur,Urban,441471,86599018.3,4.5,No,Shoulder,26.9124,75.7873
2023-02,USA,Orlando,Adventure,201284,21928200.19,5.0,No,Shoulder,28.5383,-81.3792
2022-02,France,Cannes,Beach,565333,127836219.68,3.2,No,Off-Peak,43.5528,7.0174
2023-08,UAE,Sharjah,Religious,515365,172928173.72,4.9,No,Off-Peak,25.3463,55.4209
2022-01,France,Nice,Nature,146677,17807706.35,3.2,Yes,Peak,43.7102,7.262
2025-06,Japan,Nara,Nature,157205,37924407.0,4.3,Yes,Peak,34.6851,135.8048
2024-07,USA,San Francisco,Luxury,160362,14123438.38,3.5,Yes,Shoulder,37.7749,-122.4194
2022-02,Thailand,Phuket,Wildlife,499392,148086567.33,3.6,No,Peak,7.8804,98.3923
